"nct_id"
"NCT00000105"
"NCT00000122"
"NCT00000124"
"NCT00000134"
"NCT00000136"
"NCT00000138"
"NCT00000146"
"NCT00000147"
"NCT00000175"
"NCT00000178"
"NCT00000197"
"NCT00000267"
"NCT00000272"
"NCT00000279"
"NCT00000289"
"NCT00000309"
"NCT00000310"
"NCT00000317"
"NCT00000335"
"NCT00000338"
"NCT00000339"
"NCT00000342"
"NCT00000347"
"NCT00000361"
"NCT00000374"
"NCT00000395"
"NCT00000400"
"NCT00000412"
"NCT00000420"
"NCT00000421"
"NCT00000427"
"NCT00000430"
"NCT00000466"
"NCT00000492"
"NCT00000493"
"NCT00000524"
"NCT00000529"
"NCT00000555"
"NCT00000559"
"NCT00000563"
"NCT00000569"
"NCT00000579"
"NCT00000586"
"NCT00000589"
"NCT00000591"
"NCT00000596"
"NCT00000601"
"NCT00000602"
"NCT00000603"
"NCT00000611"
"NCT00000612"
"NCT00000626"
"NCT00000627"
"NCT00000635"
"NCT00000636"
"NCT00000638"
"NCT00000639"
"NCT00000643"
"NCT00000648"
"NCT00000658"
"NCT00000658"
"NCT00000658"
"NCT00000660"
"NCT00000665"
"NCT00000668"
"NCT00000673"
"NCT00000674"
"NCT00000676"
"NCT00000680"
"NCT00000681"
"NCT00000688"
"NCT00000689"
"NCT00000689"
"NCT00000689"
"NCT00000694"
"NCT00000698"
"NCT00000703"
"NCT00000703"
"NCT00000703"
"NCT00000708"
"NCT00000711"
"NCT00000714"
"NCT00000723"
"NCT00000723"
"NCT00000723"
"NCT00000724"
"NCT00000728"
"NCT00000730"
"NCT00000737"
"NCT00000741"
"NCT00000744"
"NCT00000758"
"NCT00000764"
"NCT00000766"
"NCT00000768"
"NCT00000776"
"NCT00000778"
"NCT00000788"
"NCT00000790"
"NCT00000794"
"NCT00000796"
"NCT00000801"
"NCT00000801"
"NCT00000801"
"NCT00000805"
"NCT00000807"
"NCT00000812"
"NCT00000819"
"NCT00000820"
"NCT00000821"
"NCT00000825"
"NCT00000826"
"NCT00000834"
"NCT00000849"
"NCT00000850"
"NCT00000854"
"NCT00000856"
"NCT00000870"
"NCT00000875"
"NCT00000889"
"NCT00000894"
"NCT00000896"
"NCT00000899"
"NCT00000909"
"NCT00000916"
"NCT00000919"
"NCT00000921"
"NCT00000923"
"NCT00000939"
"NCT00000948"
"NCT00000949"
"NCT00000950"
"NCT00000951"
"NCT00000954"
"NCT00000959"
"NCT00000966"
"NCT00000970"
"NCT00000973"
"NCT00000986"
"NCT00000987"
"NCT00000989"
"NCT00000995"
"NCT00000996"
"NCT00000998"
"NCT00001005"
"NCT00001013"
"NCT00001014"
"NCT00001016"
"NCT00001017"
"NCT00001033"
"NCT00001034"
"NCT00001035"
"NCT00001048"
"NCT00001059"
"NCT00001061"
"NCT00001062"
"NCT00001071"
"NCT00001074"
"NCT00001079"
"NCT00001090"
"NCT00001100"
"NCT00001107"
"NCT00001114"
"NCT00001120"
"NCT00001120"
"NCT00001131"
"NCT00001144"
"NCT00001148"
"NCT00001155"
"NCT00001160"
"NCT00001160"
"NCT00001161"
"NCT00001163"
"NCT00001163"
"NCT00001165"
"NCT00001165"
"NCT00001167"
"NCT00001171"
"NCT00001181"
"NCT00001186"
"NCT00001191"
"NCT00001193"
"NCT00001193"
"NCT00001197"
"NCT00001202"
"NCT00001209"
"NCT00001212"
"NCT00001217"
"NCT00001217"
"NCT00001228"
"NCT00001228"
"NCT00001237"
"NCT00001237"
"NCT00001238"
"NCT00001239"
"NCT00001239"
"NCT00001240"
"NCT00001249"
"NCT00001249"
"NCT00001250"
"NCT00001250"
"NCT00001251"
"NCT00001254"
"NCT00001254"
"NCT00001266"
"NCT00001266"
"NCT00001269"
"NCT00001269"
"NCT00001270"
"NCT00001270"
"NCT00001271"
"NCT00001271"
"NCT00001272"
